2,1,729,12,53,158,-1,-1,-1,-1
2,2,593,21,50,171,-1,-1,-1,-1
2,3,672,169,82,201,-1,-1,-1,-1
2,4,164,449,97,234,-1,-1,-1,-1
3,1,726,13,54,157,-1,-1,-1,-1
3,2,590,25,51,175,-1,-1,-1,-1
3,3,673,175,85,207,-1,-1,-1,-1
3,4,164,439,102,246,-1,-1,-1,-1
4,1,720,14,54,159,-1,-1,-1,-1
4,2,587,28,51,175,-1,-1,-1,-1
4,3,671,179,85,209,-1,-1,-1,-1
4,4,174,436,103,245,-1,-1,-1,-1
5,1,717,15,53,159,-1,-1,-1,-1
5,2,584,29,51,176,-1,-1,-1,-1
5,3,671,185,83,205,-1,-1,-1,-1
5,4,178,428,108,257,-1,-1,-1,-1
6,1,717,16,52,159,-1,-1,-1,-1
6,2,581,31,50,173,-1,-1,-1,-1
6,3,669,189,82,199,-1,-1,-1,-1
6,4,182,426,110,260,-1,-1,-1,-1
7,1,716,18,52,156,-1,-1,-1,-1
7,2,581,32,49,171,-1,-1,-1,-1
7,3,664,189,83,202,-1,-1,-1,-1
7,4,185,424,111,263,-1,-1,-1,-1
8,1,715,22,50,150,-1,-1,-1,-1
8,2,577,33,49,170,-1,-1,-1,-1
8,3,658,188,86,210,-1,-1,-1,-1
8,4,189,421,113,265,-1,-1,-1,-1
9,1,711,26,50,148,-1,-1,-1,-1
9,2,576,34,48,170,-1,-1,-1,-1
9,3,655,188,86,214,-1,-1,-1,-1
9,4,197,415,113,267,-1,-1,-1,-1
10,1,709,28,50,147,-1,-1,-1,-1
10,2,574,37,46,165,-1,-1,-1,-1
10,3,652,187,88,223,-1,-1,-1,-1
10,4,202,412,112,268,-1,-1,-1,-1
11,1,706,29,52,149,-1,-1,-1,-1
11,2,573,38,46,166,-1,-1,-1,-1
11,3,649,183,90,235,-1,-1,-1,-1
11,4,213,414,103,250,-1,-1,-1,-1
12,1,703,28,54,156,-1,-1,-1,-1
12,2,569,37,48,175,-1,-1,-1,-1
12,3,648,188,90,237,-1,-1,-1,-1
12,4,221,405,97,240,-1,-1,-1,-1
13,1,701,26,56,163,-1,-1,-1,-1
13,2,568,39,48,176,-1,-1,-1,-1
13,3,644,195,87,232,-1,-1,-1,-1
13,4,225,399,96,243,-1,-1,-1,-1
14,1,699,26,56,165,-1,-1,-1,-1
14,2,568,39,48,180,-1,-1,-1,-1
14,3,643,203,83,220,-1,-1,-1,-1
14,4,229,394,95,246,-1,-1,-1,-1
15,1,698,29,56,166,-1,-1,-1,-1
15,2,563,41,50,183,-1,-1,-1,-1
15,3,643,211,79,212,-1,-1,-1,-1
15,4,230,391,95,251,-1,-1,-1,-1
16,1,695,30,56,167,-1,-1,-1,-1
16,2,561,43,50,182,-1,-1,-1,-1
16,3,641,220,75,200,-1,-1,-1,-1
16,4,239,386,94,253,-1,-1,-1,-1
17,1,694,31,55,166,-1,-1,-1,-1
17,2,560,44,49,182,-1,-1,-1,-1
17,3,638,225,75,200,-1,-1,-1,-1
17,4,244,381,94,258,-1,-1,-1,-1
18,1,693,32,55,165,-1,-1,-1,-1
18,2,558,47,49,177,-1,-1,-1,-1
18,3,633,224,81,220,-1,-1,-1,-1
18,4,254,382,94,254,-1,-1,-1,-1
19,1,691,34,54,164,-1,-1,-1,-1
19,2,556,48,49,175,-1,-1,-1,-1
19,3,627,222,84,233,-1,-1,-1,-1
19,4,257,381,96,254,-1,-1,-1,-1
20,1,688,38,53,162,-1,-1,-1,-1
20,2,553,52,49,175,-1,-1,-1,-1
20,3,622,225,82,230,-1,-1,-1,-1
20,4,259,377,96,253,-1,-1,-1,-1
21,1,684,39,55,165,-1,-1,-1,-1
21,2,551,53,50,176,-1,-1,-1,-1
21,3,618,228,79,222,-1,-1,-1,-1
21,4,259,374,97,253,-1,-1,-1,-1
22,1,682,40,54,165,-1,-1,-1,-1
22,2,550,54,49,176,-1,-1,-1,-1
22,3,612,227,81,229,-1,-1,-1,-1
22,4,269,376,88,230,-1,-1,-1,-1
23,1,680,42,55,166,-1,-1,-1,-1
23,2,548,54,51,178,-1,-1,-1,-1
23,3,607,227,84,237,-1,-1,-1,-1
23,4,274,375,84,221,-1,-1,-1,-1
24,1,676,44,54,168,-1,-1,-1,-1
24,2,544,57,49,173,-1,-1,-1,-1
24,3,605,236,81,228,-1,-1,-1,-1
24,4,281,365,86,228,-1,-1,-1,-1
25,1,673,47,53,166,-1,-1,-1,-1
25,2,540,56,51,179,-1,-1,-1,-1
25,3,600,239,88,246,-1,-1,-1,-1
25,4,287,359,85,229,-1,-1,-1,-1
26,1,670,48,52,164,-1,-1,-1,-1
26,2,537,58,52,184,-1,-1,-1,-1
26,3,596,244,93,257,-1,-1,-1,-1
26,4,294,359,81,217,-1,-1,-1,-1
27,1,668,49,51,164,-1,-1,-1,-1
27,2,537,60,52,185,-1,-1,-1,-1
27,3,589,251,93,252,-1,-1,-1,-1
27,4,299,357,80,215,-1,-1,-1,-1
28,1,661,49,54,170,-1,-1,-1,-1
28,2,532,66,51,181,-1,-1,-1,-1
28,3,585,258,92,241,-1,-1,-1,-1
28,4,311,357,76,204,-1,-1,-1,-1
29,1,659,50,53,169,-1,-1,-1,-1
29,2,527,68,52,184,-1,-1,-1,-1
29,3,575,264,99,252,-1,-1,-1,-1
29,4,319,356,74,198,-1,-1,-1,-1
30,1,658,52,53,165,-1,-1,-1,-1
30,2,524,69,51,186,-1,-1,-1,-1
30,3,569,266,104,258,-1,-1,-1,-1
30,4,326,355,74,196,-1,-1,-1,-1
31,1,657,52,53,166,-1,-1,-1,-1
31,2,522,72,51,181,-1,-1,-1,-1
31,3,567,268,106,259,-1,-1,-1,-1
31,4,326,351,79,207,-1,-1,-1,-1
32,1,653,55,54,171,-1,-1,-1,-1
32,2,520,74,49,177,-1,-1,-1,-1
32,3,562,275,104,251,-1,-1,-1,-1
32,4,327,343,85,225,-1,-1,-1,-1
33,1,648,60,55,168,-1,-1,-1,-1
33,2,519,76,48,173,-1,-1,-1,-1
33,3,566,283,95,231,-1,-1,-1,-1
33,4,330,338,86,232,-1,-1,-1,-1
34,1,644,63,56,168,-1,-1,-1,-1
34,2,517,76,50,183,-1,-1,-1,-1
34,3,565,287,90,221,-1,-1,-1,-1
34,4,334,331,88,240,-1,-1,-1,-1
35,1,643,65,56,167,-1,-1,-1,-1
35,2,514,73,50,184,-1,-1,-1,-1
35,3,562,289,90,223,-1,-1,-1,-1
35,4,339,324,88,247,-1,-1,-1,-1
36,1,640,65,57,172,-1,-1,-1,-1
36,2,511,74,51,188,-1,-1,-1,-1
36,3,557,290,94,236,-1,-1,-1,-1
36,4,346,324,83,230,-1,-1,-1,-1
37,1,637,66,58,174,-1,-1,-1,-1
37,2,509,76,51,188,-1,-1,-1,-1
37,3,557,300,90,233,-1,-1,-1,-1
37,4,351,323,79,224,-1,-1,-1,-1
38,1,634,66,58,177,-1,-1,-1,-1
38,2,507,75,51,193,-1,-1,-1,-1
38,3,553,303,91,236,-1,-1,-1,-1
38,4,353,322,77,219,-1,-1,-1,-1
39,1,631,66,59,181,-1,-1,-1,-1
39,2,506,79,51,193,-1,-1,-1,-1
39,3,553,312,86,221,-1,-1,-1,-1
39,4,354,321,76,218,-1,-1,-1,-1
40,1,628,68,59,183,-1,-1,-1,-1
40,2,500,85,52,192,-1,-1,-1,-1
40,3,549,330,79,200,-1,-1,-1,-1
40,4,368,322,74,210,-1,-1,-1,-1
41,1,625,68,59,184,-1,-1,-1,-1
41,2,495,89,54,193,-1,-1,-1,-1
41,3,532,319,98,251,-1,-1,-1,-1
41,4,377,321,73,209,-1,-1,-1,-1
42,1,622,70,58,183,-1,-1,-1,-1
42,2,492,90,56,197,-1,-1,-1,-1
42,3,526,318,105,268,-1,-1,-1,-1
42,4,382,319,74,210,-1,-1,-1,-1
43,1,621,73,57,181,-1,-1,-1,-1
43,2,490,92,56,196,-1,-1,-1,-1
43,3,524,322,105,270,-1,-1,-1,-1
43,4,384,317,77,217,-1,-1,-1,-1
44,1,618,78,58,181,-1,-1,-1,-1
44,2,486,96,55,188,-1,-1,-1,-1
44,3,517,332,101,256,-1,-1,-1,-1
44,4,390,315,77,218,-1,-1,-1,-1
44,5,65,596,118,123,-1,-1,-1,-1
45,1,616,80,58,182,-1,-1,-1,-1
45,2,482,98,54,184,-1,-1,-1,-1
45,3,513,334,100,251,-1,-1,-1,-1
45,4,395,313,78,219,-1,-1,-1,-1
45,5,71,589,127,130,-1,-1,-1,-1
46,1,614,81,59,183,-1,-1,-1,-1
46,2,478,99,54,184,-1,-1,-1,-1
46,3,510,336,97,249,-1,-1,-1,-1
46,4,401,310,70,198,-1,-1,-1,-1
46,5,74,583,132,136,-1,-1,-1,-1
47,1,613,85,58,178,-1,-1,-1,-1
47,2,474,97,57,196,-1,-1,-1,-1
47,3,507,337,97,251,-1,-1,-1,-1
47,4,404,307,69,193,-1,-1,-1,-1
47,5,75,579,134,140,-1,-1,-1,-1
48,1,607,86,58,178,-1,-1,-1,-1
48,2,470,100,57,195,-1,-1,-1,-1
48,3,504,344,89,230,-1,-1,-1,-1
48,4,412,296,74,210,-1,-1,-1,-1
48,5,87,572,139,147,-1,-1,-1,-1
49,1,604,87,58,179,-1,-1,-1,-1
49,2,468,101,56,194,-1,-1,-1,-1
49,3,491,347,91,229,-1,-1,-1,-1
49,4,419,292,74,214,-1,-1,-1,-1
49,5,91,562,149,157,-1,-1,-1,-1
50,1,599,88,59,184,-1,-1,-1,-1
50,2,465,101,57,197,-1,-1,-1,-1
50,3,481,352,101,253,-1,-1,-1,-1
50,4,425,289,73,214,-1,-1,-1,-1
50,5,95,554,156,165,-1,-1,-1,-1
51,1,594,88,60,187,-1,-1,-1,-1
51,2,464,102,58,199,-1,-1,-1,-1
51,3,476,354,109,271,-1,-1,-1,-1
51,4,432,289,71,211,-1,-1,-1,-1
51,5,100,549,158,170,-1,-1,-1,-1
52,1,591,91,59,182,-1,-1,-1,-1
52,2,462,111,54,185,-1,-1,-1,-1
52,3,464,357,118,292,-1,-1,-1,-1
52,4,437,283,67,201,-1,-1,-1,-1
52,5,108,541,161,178,-1,-1,-1,-1
53,1,589,94,58,181,-1,-1,-1,-1
53,2,462,120,51,173,-1,-1,-1,-1
53,3,458,364,122,299,-1,-1,-1,-1
53,4,439,277,67,204,-1,-1,-1,-1
53,5,117,532,169,187,-1,-1,-1,-1
54,1,588,97,58,179,-1,-1,-1,-1
54,2,459,123,51,172,-1,-1,-1,-1
54,3,457,373,122,292,-1,-1,-1,-1
54,4,444,273,67,204,-1,-1,-1,-1
54,5,120,525,174,194,-1,-1,-1,-1
55,1,586,99,58,179,-1,-1,-1,-1
55,2,455,126,52,171,-1,-1,-1,-1
55,3,454,376,122,290,-1,-1,-1,-1
55,5,124,521,175,198,-1,-1,-1,-1
56,1,578,100,63,190,-1,-1,-1,-1
56,2,452,129,51,169,-1,-1,-1,-1
56,3,444,386,124,294,-1,-1,-1,-1
56,5,136,513,180,206,-1,-1,-1,-1
57,1,574,102,64,192,-1,-1,-1,-1
57,2,449,130,51,168,-1,-1,-1,-1
57,3,442,394,121,290,-1,-1,-1,-1
57,4,469,274,64,190,-1,-1,-1,-1
57,5,145,509,181,210,-1,-1,-1,-1
58,1,570,105,64,190,-1,-1,-1,-1
58,2,446,131,52,171,-1,-1,-1,-1
58,3,439,393,122,297,-1,-1,-1,-1
58,4,472,273,63,189,-1,-1,-1,-1
58,5,148,505,182,214,-1,-1,-1,-1
59,1,569,108,63,186,-1,-1,-1,-1
59,2,442,131,53,172,-1,-1,-1,-1
59,3,435,389,123,305,-1,-1,-1,-1
59,4,472,271,65,193,-1,-1,-1,-1
59,5,163,506,176,213,-1,-1,-1,-1
60,1,566,109,64,186,-1,-1,-1,-1
60,2,440,133,55,181,-1,-1,-1,-1
60,3,427,389,119,302,-1,-1,-1,-1
60,4,477,267,65,197,-1,-1,-1,-1
60,5,169,500,177,219,-1,-1,-1,-1
61,1,565,109,64,189,-1,-1,-1,-1
61,2,436,132,56,188,-1,-1,-1,-1
61,3,425,412,111,281,-1,-1,-1,-1
61,4,478,260,68,210,-1,-1,-1,-1
61,5,174,495,177,224,-1,-1,-1,-1
62,1,562,110,65,191,-1,-1,-1,-1
62,2,432,130,57,195,-1,-1,-1,-1
62,3,427,433,99,257,-1,-1,-1,-1
62,4,483,258,68,214,-1,-1,-1,-1
62,5,178,489,176,230,-1,-1,-1,-1
62,7,678,0,97,38,-1,-1,-1,-1
63,1,560,110,65,194,-1,-1,-1,-1
63,2,428,129,57,198,-1,-1,-1,-1
63,3,417,437,101,262,-1,-1,-1,-1
63,4,487,256,67,216,-1,-1,-1,-1
63,5,180,485,175,234,-1,-1,-1,-1
63,7,677,0,98,39,-1,-1,-1,-1
64,1,557,115,64,190,-1,-1,-1,-1
64,2,423,131,58,207,-1,-1,-1,-1
64,3,406,436,113,283,-1,-1,-1,-1
64,4,493,257,67,214,-1,-1,-1,-1
64,5,185,476,173,243,-1,-1,-1,-1
64,7,676,0,99,39,-1,-1,-1,-1
65,1,555,120,63,187,-1,-1,-1,-1
65,2,420,134,58,209,-1,-1,-1,-1
65,3,400,439,119,280,-1,-1,-1,-1
65,4,497,259,67,211,-1,-1,-1,-1
65,5,191,472,167,247,-1,-1,-1,-1
66,1,554,122,63,188,-1,-1,-1,-1
66,2,418,137,58,208,-1,-1,-1,-1
66,3,400,450,117,269,-1,-1,-1,-1
66,4,502,257,65,199,-1,-1,-1,-1
66,5,199,467,161,252,-1,-1,-1,-1
67,1,552,125,63,186,-1,-1,-1,-1
67,2,417,139,57,208,-1,-1,-1,-1
67,3,400,460,112,259,-1,-1,-1,-1
67,4,505,256,64,194,-1,-1,-1,-1
67,5,206,464,158,255,-1,-1,-1,-1
68,1,547,136,61,178,-1,-1,-1,-1
68,2,407,136,65,231,-1,-1,-1,-1
68,3,384,472,109,247,-1,-1,-1,-1
68,4,511,254,66,195,-1,-1,-1,-1
68,5,220,458,159,261,-1,-1,-1,-1
69,1,544,141,60,173,-1,-1,-1,-1
69,2,404,139,65,235,-1,-1,-1,-1
